TVDSS,SV,DEN,SV_1,SV_NEW
957.2443,2631.2,2.341889,2862.693172,2859.775034
957.3705,2631.538,2.341911,2863.113576,2860.195009
957.4968,2631.869,2.341934,2863.534317,2860.615321
957.6232,2632.195,2.341957,2863.955395,2861.035971
957.7495,2632.521,2.341979,2864.376144,2861.456291
957.8757,2632.848,2.342002,2864.796565,2861.876283
958.0021,2633.186,2.342025,2865.217655,2862.296944
958.1284,2633.53,2.342047,2865.638417,2862.717277
958.2546,2633.877,2.34207,2866.058849,2863.137281
958.381,2634.224,2.342093,2866.479952,2863.557954
958.5073,2634.562,2.342115,2866.900726,2863.978299
958.6335,2634.893,2.342138,2867.32117,2864.398315
958.7599,2635.219,2.34216,2867.742285,2864.819001
958.8862,2635.546,2.342183,2868.163071,2865.239358
959.0125,2635.876,2.342206,2868.583861,2865.659719
959.1388,2636.212,2.342228,2869.004655,2866.080084
959.2651,2636.551,2.342251,2869.425453,2866.500453
959.3914,2636.891,2.342273,2869.846256,2866.920826
959.5177,2637.232,2.342296,2870.267062,2867.341203
959.644,2637.574,2.342319,2870.687872,2867.761585
959.7703,2637.915,2.342341,2871.108686,2868.18197
959.8966,2638.26,2.342364,2871.529505,2868.60236
960.0229,2638.607,2.342387,2871.950327,2869.022753
960.1492,2638.954,2.342409,2872.371154,2869.443151
960.2755,2639.299,2.342432,2872.791985,2869.863552
960.4018,2639.638,2.342454,2873.212819,2870.283958
960.5281,2639.972,2.342477,2873.633658,2870.704368
960.6544,2640.311,2.3425,2874.054501,2871.124782
960.7807,2640.651,2.342522,2874.475347,2871.545199
960.907,2640.994,2.342545,2874.896198,2871.965621
961.0333,2641.332,2.342567,2875.317053,2872.386047
961.1596,2641.668,2.34259,2875.737912,2872.806477
961.2859,2642.004,2.342613,2876.158776,2873.226911
961.4122,2642.338,2.342635,2876.579643,2873.647349
961.5385,2642.676,2.342658,2877.000514,2874.067792
961.6648,2643.012,2.34268,2877.421389,2874.488238
961.7911,2643.35,2.342703,2877.842268,2874.908688
961.9174,2643.69,2.342726,2878.263152,2875.329143
962.0437,2644.029,2.342748,2878.684039,2875.749601
962.17,2644.366,2.342771,2879.104931,2876.170063
962.2963,2644.703,2.342793,2879.525826,2876.59053
962.4226,2645.036,2.342816,2879.946726,2877.011
962.549,2645.377,2.342838,2880.367963,2877.431808
962.6752,2645.719,2.342861,2880.788537,2877.851954
962.8015,2646.064,2.342883,2881.209449,2878.272436
962.9279,2646.412,2.342906,2881.630698,2878.693256
963.0541,2646.759,2.342928,2882.051284,2879.113414
963.1804,2647.104,2.342951,2882.472208,2879.533908
963.3068,2647.448,2.342974,2882.89347,2879.95474
963.433,2647.783,2.342996,2883.314068,2880.37491
963.5593,2648.119,2.343019,2883.735004,2880.795417
963.6857,2648.457,2.343041,2884.156278,2881.216261
963.812,2648.797,2.343064,2884.577222,2881.636776
963.9382,2649.139,2.343086,2884.997837,2882.056962
964.0646,2649.481,2.343109,2885.419122,2882.477818
964.1909,2649.82,2.343131,2885.840079,2882.898345
964.3171,2650.156,2.343154,2886.260706,2883.318544
964.4435,2650.496,2.343176,2886.682003,2883.739412
964.5698,2650.839,2.343199,2887.102972,2884.159951
964.696,2651.186,2.343221,2887.523611,2884.580162
964.8224,2651.535,2.343244,2887.944921,2885.001042
964.9487,2651.883,2.343266,2888.365901,2885.421593
965.075,2652.234,2.343289,2888.786886,2885.842149
965.2013,2652.599,2.343312,2889.207874,2886.262708
965.3276,2652.97,2.343334,2889.628867,2886.683272
965.4539,2653.342,2.343356,2890.049864,2887.103839
965.5802,2653.706,2.343379,2890.470864,2887.524411
965.7065,2654.065,2.343401,2890.891869,2887.944987
965.8328,2654.425,2.343424,2891.312878,2888.365566
965.9591,2654.784,2.343446,2891.733891,2888.78615
966.0854,2655.142,2.343469,2892.154908,2889.206738
966.2117,2655.497,2.343492,2892.575929,2889.62733
966.338,2655.859,2.343514,2892.996954,2890.047925
966.4643,2656.225,2.343536,2893.417983,2890.468525
966.5906,2656.592,2.343559,2893.839016,2890.889129
966.7169,2656.957,2.343581,2894.260053,2891.309737
966.8432,2657.318,2.343604,2894.681094,2891.730349
966.9695,2657.678,2.343626,2895.102139,2892.150965
967.0958,2658.04,2.343649,2895.523189,2892.571585
967.2221,2658.402,2.343671,2895.944242,2892.992209
967.3484,2658.764,2.343694,2896.365299,2893.412837
967.4747,2659.127,2.343716,2896.786361,2893.833469
967.601,2659.49,2.343739,2897.207426,2894.254105
967.7273,2659.855,2.343761,2897.628495,2894.674746
967.8536,2660.219,2.343784,2898.049569,2895.09539
967.9799,2660.582,2.343806,2898.470646,2895.516038
968.1062,2660.943,2.343828,2898.891728,2895.93669
968.2325,2661.305,2.343851,2899.312813,2896.357347
968.3588,2661.667,2.343873,2899.733903,2896.778007
968.4851,2662.025,2.343896,2900.154997,2897.198671
968.6115,2662.38,2.343918,2900.576428,2897.619673
968.7377,2662.731,2.343941,2900.997196,2898.040012
968.864,2663.094,2.343963,2901.418302,2898.460689
968.9904,2663.448,2.343986,2901.839745,2898.881702
969.1166,2663.799,2.344008,2902.260525,2899.302054
969.2429,2664.153,2.34403,2902.681643,2899.722742
969.3693,2664.511,2.344053,2903.103098,2900.143768
969.4955,2664.873,2.344075,2903.523891,2900.564131
969.6218,2665.232,2.344098,2903.945021,2900.984832
969.7482,2665.589,2.34412,2904.366488,2901.40587
969.8745,2665.941,2.344142,2904.787626,2901.826578
970.0007,2666.294,2.344165,2905.208434,2902.246958
970.1271,2666.648,2.344187,2905.629914,2902.668008
970.2534,2667.002,2.34421,2906.051064,2903.088728
970.3797,2667.358,2.344232,2906.472218,2903.509453
970.506,2667.714,2.344254,2906.893376,2903.930182
970.6323,2668.068,2.344277,2907.314538,2904.350914
970.7586,2668.42,2.344299,2907.735704,2904.771651
970.8849,2668.769,2.344322,2908.156874,2905.192392
971.0112,2669.119,2.344344,2908.578048,2905.613137
971.1375,2669.469,2.344367,2908.999227,2906.033886
971.2638,2669.82,2.344389,2909.420409,2906.454639
971.3901,2670.173,2.344411,2909.841595,2906.875396
971.5164,2670.525,2.344434,2910.262785,2907.296157
971.6427,2670.878,2.344456,2910.68398,2907.716921
971.769,2671.23,2.344478,2911.105178,2908.13769
971.8953,2671.58,2.344501,2911.52638,2908.558463
972.0216,2671.929,2.344523,2911.947586,2908.97924
972.1479,2672.276,2.344545,2912.368797,2909.400021
972.2742,2672.625,2.344568,2912.790011,2909.820806
972.4005,2672.977,2.34459,2913.211229,2910.241595
972.5268,2673.329,2.344613,2913.632452,2910.662388
972.6531,2673.682,2.344635,2914.053678,2911.083185
972.7794,2674.032,2.344657,2914.474909,2911.503986
972.9057,2674.38,2.34468,2914.896143,2911.924791
973.032,2674.73,2.344702,2915.317382,2912.3456
973.1583,2675.081,2.344724,2915.738624,2912.766413
973.2846,2675.433,2.344747,2916.159871,2913.18723
973.4109,2675.785,2.344769,2916.581121,2913.608052
973.5372,2676.137,2.344791,2917.002375,2914.028877
973.6635,2676.489,2.344814,2917.423634,2914.449706
973.7899,2676.841,2.344836,2917.84523,2914.870872
973.9161,2677.194,2.344858,2918.266163,2915.291376
974.0424,2677.546,2.344881,2918.687434,2915.712217
974.1688,2677.899,2.344903,2919.109042,2916.133395
974.295,2678.249,2.344925,2919.529987,2916.553911
974.4213,2678.596,2.344948,2919.951269,2916.974765
974.5477,2678.944,2.34497,2920.37289,2917.395955
974.674,2679.292,2.344992,2920.79418,2917.816816
974.8002,2679.642,2.345015,2921.215141,2918.237348
974.9266,2679.993,2.345037,2921.636773,2918.65855
975.0529,2680.343,2.345059,2922.058076,2919.079424
975.1791,2680.692,2.345082,2922.479049,2919.499968
975.3055,2681.04,2.345104,2922.900693,2919.921182
975.4318,2681.387,2.345126,2923.322008,2920.342067
975.558,2681.736,2.345149,2923.742993,2920.762623
975.6844,2682.089,2.345171,2924.16465,2921.18385
975.8107,2682.445,2.345193,2924.585976,2921.604747
975.937,2682.801,2.345215,2925.007307,2922.025648
976.0633,2683.154,2.345238,2925.428642,2922.446553
976.1896,2683.505,2.34526,2925.84998,2922.867463
976.3159,2683.858,2.345282,2926.271323,2923.288376
976.4422,2684.211,2.345304,2926.69267,2923.709293
976.5685,2684.562,2.345327,2927.11402,2924.130214
976.6948,2684.906,2.345349,2927.535375,2924.551139
976.8211,2685.242,2.345371,2927.956734,2924.972068
976.9474,2685.58,2.345394,2928.378096,2925.393002
977.0737,2685.921,2.345416,2928.799463,2925.813939
977.2,2686.266,2.345438,2929.220834,2926.23488
977.3263,2686.615,2.34546,2929.642209,2926.655825
977.4526,2686.964,2.345483,2930.063587,2927.076774
977.5789,2687.32,2.345505,2930.48497,2927.497727
977.7052,2687.674,2.345527,2930.906357,2927.918685
977.8315,2688.021,2.34555,2931.327747,2928.339646
977.9578,2688.364,2.345572,2931.749142,2928.760611
978.0841,2688.708,2.345594,2932.170541,2929.18158
978.2104,2689.056,2.345616,2932.591944,2929.602553
978.3367,2689.407,2.345639,2933.01335,2930.02353
978.463,2689.76,2.345661,2933.434761,2930.444512
978.5893,2690.116,2.345683,2933.856176,2930.865497
978.7156,2690.468,2.345705,2934.277595,2931.286486
978.8419,2690.817,2.345727,2934.699017,2931.707479
978.9682,2691.163,2.34575,2935.120444,2932.128476
979.0945,2691.509,2.345772,2935.541875,2932.549477
979.2208,2691.856,2.345794,2935.963309,2932.970482
979.3471,2692.207,2.345816,2936.384748,2933.391491
979.4734,2692.561,2.345839,2936.806191,2933.812504
979.5997,2692.915,2.345861,2937.227637,2934.233521
979.726,2693.27,2.345883,2937.649088,2934.654542
979.8524,2693.625,2.345905,2938.070876,2935.075901
979.9786,2693.982,2.345927,2938.492001,2935.496596
980.1049,2694.336,2.34595,2938.913464,2935.917629
980.2313,2694.692,2.345972,2939.335264,2936.339
980.3575,2695.044,2.345994,2939.756401,2936.759707
980.4838,2695.395,2.346016,2940.177875,2937.180752
980.6102,2695.743,2.346039,2940.599688,2937.602134
980.7365,2696.086,2.346061,2941.02117,2938.023187
980.8627,2696.429,2.346083,2941.442323,2938.443911
980.9891,2696.778,2.346105,2941.864147,2938.865305
981.1154,2697.127,2.346127,2942.285642,2939.28637
981.2416,2697.478,2.346149,2942.706807,2939.707105
981.368,2697.831,2.346172,2943.128643,2940.128512
981.4943,2698.183,2.346194,2943.550149,2940.549589
981.6205,2698.536,2.346216,2943.971326,2940.970336
981.7469,2698.89,2.346238,2944.393174,2941.391754
981.8732,2699.247,2.346261,2944.814693,2941.812843
981.9995,2699.602,2.346282,2945.236215,2942.233936
982.1258,2699.961,2.346305,2945.657741,2942.655032
982.2521,2700.318,2.346327,2946.079272,2943.076133
982.3784,2700.674,2.346349,2946.500806,2943.497238
982.5047,2701.027,2.346371,2946.922345,2943.918346
982.631,2701.374,2.346394,2947.343887,2944.339459
982.7573,2701.719,2.346416,2947.765433,2944.760576
982.8836,2702.063,2.346438,2948.186984,2945.181696
983.0099,2702.409,2.34646,2948.608538,2945.602821
983.1362,2702.756,2.346482,2949.030096,2946.023949
983.2625,2703.107,2.346504,2949.451658,2946.445082
983.3888,2703.459,2.346526,2949.873225,2946.866218
983.5151,2703.809,2.346549,2950.294795,2947.287359
983.6414,2704.159,2.346571,2950.716369,2947.708503
983.7677,2704.509,2.346593,2951.137947,2948.129652
983.894,2704.86,2.346615,2951.559529,2948.550804
984.0203,2705.21,2.346637,2951.981116,2948.97196
984.1466,2705.558,2.346659,2952.402706,2949.393121
984.2729,2705.908,2.346681,2952.8243,2949.814285
984.3992,2706.26,2.346704,2953.245898,2950.235453
984.5255,2706.613,2.346726,2953.6675,2950.656626
984.6518,2706.964,2.346748,2954.089106,2951.077802
984.7781,2707.312,2.34677,2954.510716,2951.498982
984.9044,2707.659,2.346792,2954.93233,2951.920166
985.0307,2708.006,2.346814,2955.353948,2952.341354
985.157,2708.355,2.346836,2955.775569,2952.762546
985.2833,2708.708,2.346858,2956.197195,2953.183742
985.4096,2709.062,2.34688,2956.618825,2953.604942
985.5359,2709.418,2.346903,2957.040459,2954.026146
985.6622,2709.771,2.346925,2957.462097,2954.447355
985.7885,2710.121,2.346947,2957.883738,2954.868566
985.9149,2710.467,2.346969,2958.305718,2955.290116
986.0411,2710.81,2.346991,2958.727034,2955.711002
986.1674,2711.151,2.347013,2959.148688,2956.132226
986.2938,2711.489,2.347035,2959.570679,2956.553787
986.42,2711.828,2.347057,2959.992007,2956.974686
986.5463,2712.166,2.347079,2960.413672,2957.395921
986.6727,2712.503,2.347101,2960.835675,2957.817494
986.799,2712.841,2.347124,2961.257349,2958.238738
986.9252,2713.177,2.347146,2961.678693,2958.659652
987.0516,2713.514,2.347168,2962.100708,2959.081237
987.1779,2713.857,2.34719,2962.522394,2959.502493
987.3041,2714.197,2.347212,2962.943749,2959.923419
987.4305,2714.538,2.347234,2963.365776,2960.345016
987.5568,2714.876,2.347256,2963.787474,2960.766284
987.683,2715.215,2.347278,2964.208841,2961.187221
987.8094,2715.559,2.3473,2964.63088,2961.60883
987.9357,2715.902,2.347322,2965.052589,2962.030109
988.062,2716.243,2.347344,2965.474302,2962.451393
988.1883,2716.578,2.347366,2965.896019,2962.87268
988.3146,2716.911,2.347388,2966.31774,2963.293971
988.4409,2717.246,2.34741,2966.739465,2963.715266
988.5672,2717.581,2.347432,2967.161194,2964.136565
988.6935,2717.915,2.347455,2967.582927,2964.557868
988.8198,2718.248,2.347476,2968.004664,2964.979175
988.9461,2718.584,2.347499,2968.426405,2965.400486
989.0724,2718.925,2.347521,2968.84815,2965.821801
989.1987,2719.268,2.347543,2969.269899,2966.24312
989.325,2719.611,2.347565,2969.691652,2966.664443
989.4513,2719.95,2.347587,2970.113408,2967.08577
989.5776,2720.283,2.347609,2970.535169,2967.507101
989.7039,2720.614,2.347631,2970.956934,2967.928435
989.8302,2720.945,2.347653,2971.378702,2968.349774
989.9565,2721.271,2.347675,2971.800475,2968.771117
990.0828,2721.6,2.347697,2972.222252,2969.192463
990.2091,2721.932,2.347719,2972.644032,2969.613814
990.3354,2722.266,2.347741,2973.065816,2970.035168
990.4617,2722.604,2.347763,2973.487605,2970.456527
990.588,2722.948,2.347785,2973.909397,2970.877889
990.7143,2723.294,2.347807,2974.331193,2971.299255
990.8406,2723.644,2.347829,2974.752994,2971.720626
990.9669,2723.993,2.347851,2975.174798,2972.142
991.0932,2724.339,2.347873,2975.596606,2972.563378
991.2195,2724.684,2.347895,2976.018418,2972.98476
991.3458,2725.031,2.347917,2976.440234,2973.406146
991.4721,2725.385,2.347939,2976.862054,2973.827536
991.5984,2725.745,2.347961,2977.283878,2974.24893
991.7247,2726.105,2.347983,2977.705706,2974.670328
991.851,2726.46,2.348005,2978.127538,2975.09173
991.9774,2726.817,2.348027,2978.549708,2975.513469
992.1036,2727.174,2.348049,2978.971213,2975.934546
992.2299,2727.531,2.348071,2979.393057,2976.355959
992.3563,2727.889,2.348093,2979.815239,2976.777711
992.4825,2728.239,2.348115,2980.236756,2977.198799
992.6088,2728.597,2.348137,2980.658612,2977.620224
992.7352,2728.955,2.348159,2981.080806,2978.041987
992.8615,2729.309,2.348181,2981.502669,2978.463421
992.9877,2729.663,2.348203,2981.924202,2978.884524
993.1141,2730.021,2.348225,2982.346408,2979.306299
993.2404,2730.38,2.348247,2982.768283,2979.727745
993.3666,2730.741,2.348269,2983.189828,2980.14886
993.493,2731.1,2.348291,2983.612046,2980.570647
993.6193,2731.455,2.348313,2984.033933,2980.992104
993.7455,2731.807,2.348335,2984.45549,2981.413232
993.8719,2732.156,2.348356,2984.877719,2981.83503
993.9982,2732.505,2.348378,2985.299618,2982.256499
994.1245,2732.855,2.3484,2985.721521,2982.677972
994.2508,2733.206,2.348422,2986.143427,2983.099448
994.3771,2733.558,2.348444,2986.565338,2983.520929
994.5034,2733.909,2.348466,2986.987253,2983.942414
994.6297,2734.258,2.348488,2987.409172,2984.363902
994.756,2734.606,2.34851,2987.831094,2984.785395
994.8823,2734.954,2.348532,2988.253021,2985.206891
995.0086,2735.302,2.348554,2988.674951,2985.628392
995.1349,2735.653,2.348576,2989.096886,2986.049896
995.2612,2736.006,2.348598,2989.518824,2986.471404
995.3875,2736.358,2.34862,2989.940766,2986.892916
995.5138,2736.711,2.348642,2990.362713,2987.314433
995.6401,2737.067,2.348664,2990.784663,2987.735953
995.7664,2737.425,2.348685,2991.206617,2988.157477
995.8927,2737.784,2.348707,2991.628575,2988.579004
996.019,2738.137,2.348729,2992.050537,2989.000536
996.1453,2738.487,2.348751,2992.472503,2989.422072
996.2716,2738.834,2.348773,2992.894473,2989.843612
996.3979,2739.18,2.348795,2993.316446,2990.265155
996.5242,2739.525,2.348817,2993.738424,2990.686703
996.6505,2739.868,2.348839,2994.160406,2991.108254
996.7769,2740.208,2.348861,2994.582726,2991.530144
996.9031,2740.551,2.348882,2995.004381,2991.951369
997.0294,2740.893,2.348904,2995.426374,2992.372932
997.1558,2741.236,2.348926,2995.848706,2992.794833
997.282,2741.577,2.348948,2996.270373,2993.216071
997.4083,2741.917,2.34897,2996.692378,2993.637646
997.5347,2742.257,2.348992,2997.114721,2994.059559
997.6609,2742.594,2.349014,2997.5364,2994.480808
997.7872,2742.931,2.349036,2997.958417,2994.902395
997.9136,2743.268,2.349058,2998.380773,2995.324319
998.0399,2743.601,2.349079,2998.802797,2995.745914
998.1661,2743.932,2.349101,2999.224492,2996.167179
998.2925,2744.262,2.349123,2999.646859,2996.589115
998.4188,2744.593,2.349145,3000.068896,2997.010721
998.545,2744.928,2.349167,3000.490602,2997.431998
998.6714,2745.269,2.349189,3000.912981,2997.853946
998.7977,2745.614,2.349211,3001.335029,2998.275564
998.924,2745.958,2.349232,3001.757082,2998.697186
999.0503,2746.299,2.349254,3002.179138,2999.118812
999.1766,2746.637,2.349276,3002.601198,2999.540442
999.3029,2746.972,2.349298,3003.023262,2999.962076
999.4292,2747.314,2.34932,3003.44533,3000.383714
999.5555,2747.653,2.349342,3003.867402,3000.805356
999.6818,2747.987,2.349364,3004.289478,3001.227002
999.8081,2748.322,2.349385,3004.711558,3001.648651
999.9344,2748.659,2.349407,3005.133642,3002.070305
1000.061,2749.001,2.349429,3005.556732,3002.492964
1000.187,2749.351,2.349451,3005.977821,3002.913624
1000.313,2749.704,2.349473,3006.398914,3003.334287
1000.44,2750.076,2.349494,3006.823353,3003.758293
1000.566,2750.459,2.349516,3007.244454,3004.178965
1000.692,2750.847,2.349538,3007.665558,3004.59964
1000.818,2751.234,2.34956,3008.086667,3005.02032
1000.945,2751.616,2.349582,3008.511122,3005.444342
1001.071,2751.998,2.349604,3008.932238,3005.865029
1001.197,2752.38,2.349626,3009.353358,3006.28572
1001.324,2752.763,2.349647,3009.777825,3006.709754
1001.45,2753.141,2.349669,3010.198953,3007.130453
1001.576,2753.522,2.349691,3010.620085,3007.551155
1001.703,2753.91,2.349713,3011.044563,3007.975201
1001.829,2754.298,2.349735,3011.465703,3008.395912
1001.955,2754.687,2.349756,3011.886847,3008.816626
1002.082,2755.076,2.349778,3012.311337,3009.240683
1002.208,2755.461,2.3498,3012.732489,3009.661406
1002.334,2755.846,2.349822,3013.153644,3010.082132
1002.46,2756.231,2.349844,3013.574804,3010.502862
1002.587,2756.616,2.349865,3013.99931,3010.926935
1002.713,2756.999,2.349887,3014.420477,3011.347673
1002.839,2757.381,2.349909,3014.841648,3011.768415
1002.966,2757.769,2.349931,3015.266166,3012.1925
1003.092,2758.154,2.349952,3015.687345,3012.613249
1003.218,2758.543,2.349974,3016.108527,3013.034003
1003.345,2758.933,2.349996,3016.533057,3013.4581
1003.471,2759.323,2.350018,3016.954247,3013.878861
1003.597,2759.714,2.350039,3017.375442,3014.299626
1003.723,2760.108,2.350061,3017.79664,3014.720395
1003.85,2760.501,2.350083,3018.221185,3015.144507
1003.976,2760.891,2.350105,3018.642392,3015.565284
1004.102,2761.277,2.350127,3019.063602,3015.986065
1004.229,2761.662,2.350148,3019.488159,3016.410189
1004.355,2762.047,2.35017,3019.909377,3016.830978
1004.481,2762.431,2.350192,3020.330599,3017.25177
1004.608,2762.813,2.350214,3020.755168,3017.675906
1004.734,2763.198,2.350235,3021.176397,3018.096707
1004.86,2763.586,2.350257,3021.597631,3018.517511
1004.986,2763.977,2.350279,3022.018868,3018.938319
1005.113,2764.368,2.350301,3022.443453,3019.362471
1005.239,2764.758,2.350322,3022.864698,3019.783286
1005.365,2765.145,2.350344,3023.285947,3020.204106
1005.492,2765.532,2.350366,3023.710543,3020.628269
1005.618,2765.918,2.350388,3024.1318,3021.049097
1005.744,2766.302,2.350409,3024.553061,3021.469928
1005.871,2766.685,2.350431,3024.977669,3021.894104
1005.997,2767.064,2.350453,3025.398938,3022.314943
1006.123,2767.441,2.350474,3025.82021,3022.735786
1006.25,2767.821,2.350496,3026.24483,3023.159973
1006.376,2768.196,2.350518,3026.66611,3023.580824
1006.502,2768.57,2.350539,3027.087394,3024.001678
1006.628,2768.947,2.350561,3027.508682,3024.422537
1006.755,2769.327,2.350583,3027.933318,3024.846739
1006.881,2769.707,2.350605,3028.354614,3025.267606
1007.007,2770.085,2.350626,3028.775913,3025.688476
1007.134,2770.464,2.350648,3029.20056,3026.11269
1007.26,2770.845,2.35067,3029.621868,3026.533568
1007.386,2771.228,2.350692,3030.043179,3026.95445
1007.513,2771.609,2.350713,3030.467838,3027.378677
1007.639,2771.987,2.350735,3030.889158,3027.799566
1007.765,2772.366,2.350757,3031.310481,3028.22046
1007.891,2772.747,2.350778,3031.731808,3028.641357
1008.018,2773.13,2.3508,3032.156482,3029.065599
1008.144,2773.51,2.350821,3032.577817,3029.486504
1008.27,2773.889,2.350843,3032.999156,3029.907413
1008.397,2774.268,2.350865,3033.423842,3030.331667
1008.523,2774.636,2.350887,3033.845188,3030.752584
1008.649,2774.996,2.350908,3034.266539,3031.173504
1008.776,2775.354,2.35093,3034.691237,3031.59777
1008.902,2775.712,2.350952,3035.112595,3032.018698
1009.028,2776.081,2.350973,3035.533957,3032.439631
1009.154,2776.457,2.350995,3035.955322,3032.860567
1009.281,2776.837,2.351017,3036.380036,3033.284848
1009.407,2777.22,2.351038,3036.80141,3033.705792
1009.533,2777.604,2.35106,3037.222787,3034.12674
1009.66,2777.989,2.351082,3037.647513,3034.551032
1009.786,2778.375,2.351103,3038.068898,3034.971988
1009.912,2778.761,2.351125,3038.490287,3035.392947
1010.039,2779.15,2.351147,3038.915025,3035.817252
1010.165,2779.537,2.351168,3039.336421,3036.238219
1010.291,2779.926,2.35119,3039.757822,3036.65919
1010.417,2780.314,2.351212,3040.179227,3037.080165
1010.544,2780.697,2.351233,3040.60398,3037.504485
1010.67,2781.08,2.351255,3041.025392,3037.925468
1010.796,2781.464,2.351276,3041.446808,3038.346455
1010.923,2781.848,2.351298,3041.871573,3038.770786
1011.049,2782.229,2.35132,3042.292997,3039.191781
1011.175,2782.61,2.351341,3042.714425,3039.612779
1011.302,2782.987,2.351363,3043.139201,3040.037122
1011.428,2783.359,2.351385,3043.560637,3040.458129
1011.554,2783.729,2.351406,3043.982076,3040.879138
1011.68,2784.098,2.351428,3044.40352,3041.300152
1011.807,2784.473,2.351449,3044.828312,3041.724511
1011.933,2784.849,2.351471,3045.249763,3042.145533
1012.059,2785.219,2.351493,3045.671218,3042.566558
1012.186,2785.591,2.351514,3046.096021,3042.990929
1012.312,2785.97,2.351536,3046.517484,3043.411962
1012.438,2786.341,2.351557,3046.938951,3043.832999
1012.565,2786.722,2.351579,3047.363766,3044.257381
1012.691,2787.099,2.351601,3047.785241,3044.678426
1012.817,2787.474,2.351622,3048.206719,3045.099474
1012.943,2787.849,2.351644,3048.628201,3045.520527
1013.07,2788.225,2.351665,3049.053032,3045.944925
1013.196,2788.6,2.351687,3049.474522,3046.365985
1013.322,2788.976,2.351709,3049.896015,3046.787049
1013.449,2789.353,2.35173,3050.320858,3047.211459
1013.575,2789.732,2.351752,3050.74236,3047.63253
1013.701,2790.107,2.351774,3051.163865,3048.053606
1013.828,2790.474,2.351795,3051.588719,3048.478028
1013.954,2790.838,2.351817,3052.010233,3048.899111
1014.08,2791.211,2.351838,3052.431749,3049.320198
1014.207,2791.583,2.35186,3052.856616,3049.744631
1014.333,2791.947,2.351881,3053.27814,3050.165726
1014.459,2792.306,2.351903,3053.699669,3050.586825
1014.585,2792.666,2.351924,3054.121201,3051.007928
1014.712,2793.023,2.351946,3054.546083,3051.432376
1014.838,2793.377,2.351968,3054.967623,3051.853487
1014.964,2793.728,2.351989,3055.389167,3052.274601
1015.091,2794.075,2.352011,3055.81406,3052.699061
1015.217,2794.421,2.352032,3056.235612,3053.120183
1015.343,2794.764,2.352054,3056.657168,3053.541309
1015.47,2795.107,2.352075,3057.082073,3053.965781
1015.596,2795.45,2.352097,3057.503636,3054.386915
1015.722,2795.796,2.352118,3057.925203,3054.808052
1015.848,2796.148,2.35214,3058.346774,3055.229193
1015.975,2796.501,2.352162,3058.771695,3055.653681
1016.101,2796.853,2.352183,3059.193273,3056.07483
1016.227,2797.201,2.352205,3059.614856,3056.495983
1016.354,2797.544,2.352226,3060.039788,3056.920482
1016.48,2797.882,2.352248,3060.461379,3057.341642
1016.606,2798.217,2.352269,3060.882973,3057.762807
1016.733,2798.557,2.352291,3061.307917,3058.187318
1016.859,2798.91,2.352312,3061.729519,3058.60849
1016.985,2799.276,2.352334,3062.151124,3059.029666
1017.111,2799.648,2.352355,3062.572734,3059.450845
1017.238,2800.025,2.352377,3062.997694,3059.875372
1017.364,2800.398,2.352398,3063.419311,3060.296559
1017.49,2800.763,2.35242,3063.840932,3060.717751
1017.617,2801.121,2.352441,3064.265903,3061.142289
1017.743,2801.476,2.352463,3064.687532,3061.563488
1017.869,2801.844,2.352484,3065.109165,3061.984691
1017.996,2802.215,2.352506,3065.534148,3062.40924
1018.122,2802.588,2.352527,3065.955788,3062.830451
1018.248,2802.963,2.352549,3066.377432,3063.251665
1018.375,2803.335,2.352571,3066.802427,3063.676227
1018.501,2803.706,2.352592,3067.224079,3064.097449
1018.627,2804.079,2.352613,3067.645735,3064.518675
1018.753,2804.451,2.352635,3068.067394,3064.939905
1018.88,2804.825,2.352656,3068.492404,3065.364482
1019.006,2805.204,2.352678,3068.914072,3065.785719
1019.132,2805.582,2.352699,3069.335743,3066.20696
1019.259,2805.957,2.352721,3069.760765,3066.631549
1019.385,2806.332,2.352742,3070.182444,3067.052798
1019.511,2806.703,2.352764,3070.604127,3067.474051
1019.638,2807.071,2.352785,3071.02916,3067.898651
1019.764,2807.437,2.352807,3071.45085,3068.319912
1019.89,2807.801,2.352828,3071.872545,3068.741176
1020.016,2808.163,2.35285,3072.294243,3069.162445
1020.143,2808.524,2.352871,3072.719292,3069.58706
1020.269,2808.887,2.352893,3073.140998,3070.008336
1020.395,2809.243,2.352914,3073.562707,3070.429616
1020.522,2809.601,2.352936,3073.987768,3070.854243
1020.648,2809.959,2.352957,3074.409485,3071.275531
1020.774,2810.321,2.352978,3074.831207,3071.696822
1020.901,2810.685,2.353,3075.256279,3072.121461
1021.027,2811.048,2.353021,3075.678008,3072.54276
1021.153,2811.41,2.353043,3076.099741,3072.964063
1021.279,2811.772,2.353064,3076.521477,3073.38537
1021.406,2812.134,2.353086,3076.946565,3073.810024
1021.532,2812.499,2.353107,3077.368309,3074.231338
1021.658,2812.862,2.353129,3077.790057,3074.652657
1021.785,2813.222,2.35315,3078.215157,3075.077323
1021.911,2813.58,2.353172,3078.636913,3075.498649
1022.037,2813.94,2.353193,3079.058672,3075.919978
1022.164,2814.302,2.353214,3079.483783,3076.344656
1022.29,2814.664,2.353236,3079.905551,3076.765993
1022.416,2815.025,2.353257,3080.327322,3077.187335
1022.542,2815.386,2.353279,3080.749097,3077.60868
1022.669,2815.749,2.3533,3081.174223,3078.033373
